paper_id,keyword,field_id
7BEE5205,olap,0C093D35
7C30ED4F,matrices,082C64C9
7C385660,question answering,02A3D790
7C3C0AE4,link analysis,0011E854
7C466366,semantic web,00207EA7
7C466366,type system,013C78BD
7C6B4C7D,human factors,09F03076
7C711FD2,java applet,00ECE0C7
7C8EA658,bpm,04C96ED8
7CB013F9,security policy,093BB8E0
7CE5C488,social web,1E0943DD
7CEB897E,news,1F5C7FFD
7CF70654,mechanism design,09267DFF
7D0B31B8,web mining,0BBEAF3D
7D145E1B,aggregation,078FD6D4
7D271482,rdf,08CAA204
7D27A917,xml database,0AE9684E
7D27AF79,knowledge base,00457FEE
7D29ED58,web 2 0,0825DD0F
7D34CED4,scheduling algorithms,06BF4E3A
7D37E807,segmentation,055733A2
7D3A53BE,politics,05A3DFDE
7D3D7B7E,self organization,06601746
7D40CD6B,relational database,00564A32
7D52D7AE,climate,0348C718
7D5A6C2F,feature space,04FCA2EE
7D5FDCBF,importance sampling,0324C066
7D62975B,web pages,014F152B
7D66F69C,qos,004E1EE9
7D6CEC55,artificial intelligent,093C4716
7D785D01,distributed environment,00390FDD
7D7CCC00,clustering,04625E4E
7D810F19,brand,00258A22
7D82A957,sax,008329B8
7D85D39D,https,05AB74C3
7D900ED0,binary classification,03FCE3F8
7D92732F,data mining,0765A2E4
7D96FEC1,p2p,1FE26BE6
7D96FEC1,search algorithm,077C413F
7D9D9951,web services,021EE282
7DA373EE,decision models,038D5597
7DAB0AB3,search engine,05D52366
7DAC7B11,hidden web,02C8E962
7DB624E3,information retrieval,0160D514
7DBA3710,template,04EE2015
7DC25DE2,crawling,05FB8228
7DC6EF0C,location based services,094191A6
7DDA1C3E,web navigation,03A4415E
7DE0A01F,document management system,0022C567
7DF36CB9,privacy,04A33560
7DF7BE73,qos,004E1EE9
7DFB36F6,classification,02E72525
7E178142,action research,032B5E51
7E1C857B,owl s,0300C6A9
7E1F6084,social network,05242AA7
7E202D7A,search engines,05D52366
7E27E6FE,incomplete information,06C15ECF
7E286D48,control,046EBFB3
7E3038AA,software engineering,06E88D7C
7E386FD0,formal semantics,050D9AB2
7E3B64FB,middleware,08183038
7E413213,game theory,0A8EFC34
7E45907B,xml document,00863DF2
7E4B6237,question answering,02A3D790
7E5D037E,web service,021EE282
7E5F2C96,exploratory data analysis,0734B3D8
7E6C2964,relatedness,08C0D1CF
7E6CC50F,virtual worlds,032DCB7C
7E7B5D8F,broadband,1E64F5CC
7E7CDF81,search algorithm,077C413F
7E9283A8,genetic algorithm,008782E9
7E9CD23F,search engine,05D52366
7E9D905F,mobile device,0B24E4DD
7EA6EF4C,information quality,02BDA742
7EB1253F,open standard,040C9F2D
7EB1A1AA,visual analysis,038F7208
7ED2D6B3,java,20AD2170
7EE499E8,internet of things,04E11757
7EE66F6E,relevance,096D3F16
7EF492CA,speech recognition,01B2BA4A
7EF72C0B,association rule mining,0B88F451
7EFE8A7C,indexation,0B1AE4E8
7F00E9BA,language model,082EEFC0
7F06D120,web pages,014F152B
7F115E58,information extraction,0BABCAD2
7F1FD024,cross site scripting,025BC721
7F23B019,categorization,059C39ED
7F3EEA29,social influence,07D15138
7F403818,social dynamics,040581CF
7F4B69DB,interface,0674010B
7F4E6E17,eigenvectors,097577DB
7F5C0A39,recommender system,213A570A
7F5CEDB7,indexation,0B1AE4E8
7F60055B,privacy policies,0622B694
7F695112,image classification,047CE770
7F7A5F5A,distributed hash table,0B9273AD
7F7E6FBC,drawings,0956C05C
7F80CF44,hits,0BA5B487
7F81C5FF,overlay network,0A1FBB61
7F872D90,tf idf,04DF876B
7F8D8BCB,encyclopedias,08DF7AD5
7F92170B,indexation,0B1AE4E8
7F95DC46,self organization,06601746
7F9E486B,data collection,07F47865
7FA3ED19,relational database,00564A32
7FB7C55E,regression model,091CB999
7FC4E3ED,wikipedia,00258A22
7FC8DF5A,world wide web,0826DA74
7FD062B2,world wide web,0826DA74
7FEF0DDC,search engines,05D52366
800CC62B,social networks,05242AA7
80157D51,use case,0259925A
8017A779,web pages,014F152B
801920BD,social networks,05242AA7
801EFCED,process model,04964260
8027959F,cache coherence,08757C8A
80345BCD,xml document,00863DF2
804A6E88,service oriented computing,03666318
806A7972,web pages,014F152B
806F859C,behavior change,00D9A1F6
8076A9A2,anchor text,00CD0524
807BEECB,dimension reduction,04340517
8082C4EC,decision tree,0509C2A8
8084087B,feature selection,08D9ADFD
80865555,uncertainty,0B133BD6
8088985D,hashing,05E8BA92
80891F52,information integration,01FC846D
8091C0EF,web service,021EE282
80A034E3,simulation,02A1BFD4
80A4504F,web accessibility,0B9A6D27
80ACF3CB,performance,03D62B2D
80B0F650,conceptual model,00CF9FEB
80CE7BD7,classification,02E72525
80D5027D,kernel functions,05DAF1E5
80DEE2CE,learning to rank,0520D581
80EFFB80,web pages,014F152B
80F69B1E,information need,04B56F66
80FAA49F,consistency,01D14F50
810A197F,mutual information,0911786B
81163D40,social network,05242AA7
8116BB3E,human factors,09F03076
81188E74,requirements management,0A589440
8121B66E,monte carlo simulation,01298A9B
81255B08,algorithms,00AE2819
81306F90,web pages,014F152B
8132523D,m commerce,0BC3C29D
814881F3,ranking,0BCC2418
814D776A,satisfiability,0A0F4889
814D9F9D,web pages,014F152B
814EC843,xml,00863DF2
8150D0EB,feature vector,04FCA2EE
8150D0EB,web pages,014F152B
816326DC,natural language processing,0C2DB2A7
81690D9D,indexation,0B1AE4E8
816F8897,real time,04BB9B33
81715687,service oriented computing,03666318
8333F3A8,crowdsourcing,03B58E50
863A8057,real time system,01B273AA
00984ECF,contextual advertising,042E26FC
00FF5932,web design,1F128082
01520E7F,semantic web,00207EA7
01C04444,classifier,05B31928
02976EA1,web pages,014F152B
0334F3B5,social media,1EEA6379
033F3B1C,phishing,04FF9DAB
0400757F,information extraction,0BABCAD2
0400757F,query expansion,05E6DE12
048B3506,dynamic content,05F84B34
04CF3B89,microblogging,088A357C
05D8EE77,learning to rank,0520D581
05D8EE77,matrix factorization,028649F0
07783FA2,e commerce,04AF4EC1
08659DF1,hydra,0212BAB9
08AE024E,distributed environment,00390FDD
08B7DB99,database system,04984686
0910F759,network protocol,00BB3814
092ADE2E,semantic web,00207EA7
09A04444,clustering,04625E4E
0A969661,semantic web,00207EA7
0B091EBB,question answering system,02A3D790
0B659F3D,xml schema,0856B19F
0BA92321,speech recognition,01B2BA4A
0BDB41DD,english language,0A2E5C43
0BE25901,constraint programming,0A55F1C3
0C158C75,query language,0B721F10
0C6488F0,web crawling,00D1B74C
12110D49,web pages,014F152B
1220E7C7,concept map,0BF02621
3785C5AA,visualization,022C6839
38B760F8,social networks,05242AA7
3EB063D9,benchmarking,0524192A
3F6084AE,emergency management,03BA874C
42504625,javascript,20797F36
583251F9,web service,021EE282
58C60A8E,web of trust,096219CD
599D4AFF,model checking,06924F71
599E0BB2,search engine,05D52366
5A67574D,information cascades,01A05B56
5B7ED5B5,domain name system,02167680
5B8E07DF,scheduling algorithm,06BF4E3A
5C2EB0A4,cybersquatting,02603B22
5CBFEB01,random graph,02D42817
5CCCF0EE,mobile network,09287742
5CF8F1F4,data retrieval,20DB1B3E
5D175072,query classification,07130E14
5D3BF68E,information overload,0B1FAC1D
5D58EE7C,linked data,041E01D9
5D729168,real time,04BB9B33
5DC44714,modeling,069D2D07
5EE4BD1A,web pages,014F152B
5F24CEC5,mbone,0B556016
6A1280DC,mashups,0BB0A681
6BEC3FFA,reliability,08CD4FCE
709E911F,linked data,041E01D9
71D320B2,wikipedia,00258A22
7214844D,tracking,027F67CA
7268EE8E,e commerce,04AF4EC1
730C5FEA,topic modeling,0A3BB9C0
73604230,mobility,089D907D
73742E7B,algorithms,00AE2819
742CCE75,mashup,0BB0A681
7521EE4E,feedback,063B0316
75240FF0,mashup,0BB0A681
752ED85C,reasoning,01257A73
7543979F,mobile devices,0B24E4DD
755B02BD,search engine,05D52366
757DFD67,user interface,0555BE69
757DFD67,web accessibility,0B9A6D27
758BABE7,octave,09FED2DF
75D2F911,service discovery,0896BEFA
75F4593B,streams,0282408E
75FEE02A,www,0826DA74
7600598B,computer science,0271BC14
76117123,data model,0090990D
76129904,data integrity,02032DFA
762389BB,algorithms,00AE2819
763A40F3,performance indicator,0813BAD1
7641E6D3,self organization,06601746
765717A4,binary classification,03FCE3F8
765FB72C,semantic search engine,09EB6ABF
766CCE05,internet,069BD3D4
766E04D9,data mining,0765A2E4
767AB06D,dom,08388832
7687ABDD,meta model,052991F7
7687ED92,evaluation,010D85B2
76889C49,social network,05242AA7
769863B6,software development environment,0857BE62
769B34C5,html,08448679
76A143D3,indexation,0B1AE4E8
76AAB2BB,internet,069BD3D4
76C1BFD5,innovation management,0B16B51D
76D52F68,best practice,0AFD104E
76E3FCA0,user interface,0555BE69
76EB44BE,scripting language,03A93E16
76F82463,distributed architecture,072BDC64
770CF752,indexing,047AEE7D
770CF752,search engine,05D52366
770D99A4,data model,0090990D
770D99A4,xml,00863DF2
772007A8,web pages,014F152B
7724360F,service provider,0001C739
7726B1D9,satisfiability,0A0F4889
772726C2,relatedness,08C0D1CF
77343064,software engineering,06E88D7C
77634650,web pages,014F152B
7769DDA3,personalization,0AE867C7
778A7C3D,description logic,06238D44
779EC91D,xml,00863DF2
77AE2A13,image,06E96F52
77CB7DE1,data integration,04545194
77D3E4D5,query language,0B721F10
77E4FBC0,random walk,073947DC
77ED63B7,nlp,0C2DB2A7
77F338DA,svg,0C13E0F2
77F5788A,hypertext,09AB37EA
7808E458,information integration,01FC846D
7833E4D8,collaborative filtering,0149209A
78386B2C,business process model,0C5E4895
7854B8F8,graphs,07E62C57
78563C49,time series,09064767
788F561F,style sheets,055078BA
78CC1B6A,world wide web,0826DA74
78E10BD1,rate of change,039E7BED
78F7C56F,interoperability,013343B6
7907E1AB,micro blogging,088A357C
790E811F,design,025FEB36
792C8016,qos,004E1EE9
7944C813,information flow,06618590
79536B8E,delay tolerant network,032CBFC8
79631E95,information retrieval,0160D514
79631E95,world wide web,0826DA74
797DB05A,middleware,08183038
799990C8,personalization,0AE867C7
799E4B44,knowledge integration,035AE909
79B3ECB9,cloud computing,04C451DB
79BA07FA,two dimensions,05327DAF
79F65EFB,hypertext transfer protocol,08EBD347
7A0DBE23,document clustering,0A9B1C9E
7A1BDAAE,social media,1EEA6379
7A521093,knowledge representation,099D42EF
7A5B0BE3,web browsing,03A4415E
7A6993B4,system design,01DE6519
7A80FB1A,data gathering,07F47865
7AA77A1D,social networks,05242AA7
7AAAE9B8,application program interface,05EFF9C5
7ABFC17A,indexation,0B1AE4E8
7AC1E101,world wide web,0826DA74
7AC44E87,web applications,07125B99
7AC88089,abstraction,0768BBEB
7AE981EC,web service,021EE282
7B07B31C,java applet,00ECE0C7
7B12A1EB,link analysis,0011E854
7B208877,feature space,04FCA2EE
7B29F735,search engine,05D52366
7B449397,web pages,014F152B
7B570F86,user interface design,08E51159
7B622784,web pages,014F152B
7B69AB07,personalized learning,0877585D
7B6FBD8E,information extraction,0BABCAD2
7B9C07F6,database,04984686
7B9C07F6,e commerce,04AF4EC1
7BA2F6B8,information integration,01FC846D
7BBDA220,markup language,02BBFF34
7BBDCC4E,indexation,0B1AE4E8
7BD6B1A0,weed management,08C7369B
7BF16703,semantic search,09EB6ABF
7BFBABDF,incentive compatibility,0578EC8B
7C0410B7,user model,04093723
7C18A227,data collection,07F47865
7C466366,data mining,0765A2E4
7C8EA658,social web,1E0943DD
7CA38ECC,topic models,0A3BB9C0
7CAE4051,natural language processing,0C2DB2A7
7CAF6439,wikipedia,00258A22
7D1F622F,programming model,0209549D
7D22133A,performance,03D62B2D
7D2CE87A,web services,021EE282
7D35D3F2,entity relationship,062CB7A3
7D37E807,document object model,08388832
7D39AB10,information processing,053CC44F
7D3ACDAE,classification,02E72525
7D3D7B7E,semantic model,0562110D
7D4C9844,indexation,0B1AE4E8
7D4D4988,click through rate,06DD6CCF
7D554EBB,diagnosis,1FD83166
7D5A3338,learning to rank,0520D581
7D5B46AE,social media,1EEA6379
7D5BA1DB,recommender systems,213A570A
7D6E6640,digital divide,0A59C53D
7D7CCC00,intrusion detection,021E1333
7D818200,petri net,024E2D6D
7D82A957,web service,021EE282
7D877873,field study,07B7536C
7D880298,rural area,07B11CA8
7DA373EE,dispersion,0A956364
7DB65600,world wide web,0826DA74
7DBA3710,structured data,0090990D
7DC45720,social network,05242AA7
7DCB9A8B,publish subscribe,067CE45C
7DD17B61,statistical model,06CFE9B5
7DD4C5BB,empirical study,073559FB
7DE8F8C1,collaborative filtering,0149209A
7DF70722,electronic commerce,04AF4EC1
7DF92245,content analysis,09AEBB9C
7DFB16AA,bipartite graph,0BC8047E
7E0EE813,neural network model,0304C748
7E12F25E,data warehousing,0814ADB4
7E13EC7C,algorithms,00AE2819
7E209CEF,data reduction,092C8D93
7E2224E8,web,0826DA74
7E286D48,user model,04093723
7E2F8687,information system,0ABD9D9D
7E355107,clickthrough rate,06DD6CCF
7E401E8E,search engine,05D52366
7E486878,recommender system,213A570A
7E527D85,user interface,0555BE69
7E5ABB3F,xml,00863DF2
7E5F3B25,semantic web,00207EA7
7E67B16E,qos,004E1EE9
7E695DFC,search engine,05D52366
7E730701,p2p,1FE26BE6
7E75C21D,mobile device,0B24E4DD
7E79B30C,description logic,06238D44
7E88DE5F,link analysis,0011E854
7E9E3FF5,graph clustering,01506BBC
7E9EA91C,reputation,02E89B27
7EA14238,semantic web,00207EA7
7EA19D34,knowledge base,00457FEE
7EA3B746,query classification,07130E14
7EABBF30,service discovery,0896BEFA
7EB51E2D,local knowledge,1EA331F1
7EB53095,semantic network,051735CF
7EB82CB1,linear space,0A833485
7EBE2382,data model,0090990D
7EC0755E,probabilistic method,039F7687
7EC5B32F,conceptual model,00CF9FEB
7ECA23E6,mechanism design,09267DFF
7ED5B9F0,spam,095F300A
7EE51354,random sampling,056A2510
7EE51354,sampling,056A2510
7EE8ED2D,interactive visualization,03D1AD88
7EEB9B39,business intelligence,002A39F6
7EEF923D,information extraction,0BABCAD2
7EF1B665,web services,021EE282
7EF4670B,probabilistic model,06CFE9B5
7EF92377,search space,02A9FECC
7EF92377,semantic network,051735CF
7EFC5652,clustering,04625E4E
7F0DE00B,electronic commerce,04AF4EC1
7F1ED44E,groupware,210E343B
7F204AEC,statistical independence,021FFF71
7F21B9AF,human factors,09F03076
7F23B019,accuracy,0C167A6D
7F2414B8,search engine,05D52366
7F37FDCA,interactive visualization,03D1AD88
7F38B495,developing country,04FFAAB8
7F3B82B2,web search engine,1F1A457A
7F3EEA29,accuracy,0C167A6D
7F3EEA29,user model,04093723
7F4E6307,query expansion,05E6DE12
7F51AE1B,importance sampling,0324C066
7F5A08AD,design,025FEB36
7F5CE262,sparql,0271BFD9
7F6D9D3E,software as a service,0A7052A8
7F7162ED,social network analysis,06D662E0
7F7527E6,linked data,041E01D9
7F80CF44,search engine,05D52366
7F827C25,satisfiability,0A0F4889
7F8E1901,search engine,05D52366
7F924D9A,web service,021EE282
7F9B65A3,fault model,09FA32D4
7FA5E812,web crawling,00D1B74C
7FBE60E6,iron,20BC0271
7FCAEC42,search engine,05D52366
7FD4CA46,web service,021EE282
7FDADC33,semantic relatedness,07C47F14
7FE99146,web service,021EE282
7FF53F2F,semantic similarity,07C47F14
7FFF28A4,web pages,014F152B
80035129,database management,04984686
800CC62B,collaborative filtering,0149209A
800E14F6,sampling,056A2510
8014D41A,visualization,022C6839
801DA13B,association rule,0B88F451
8039B68D,web pages,014F152B
803E3EE4,multimedia,02F77E4A
8044264A,standardization,0B35FD98
8045C4C9,classification,02E72525
804E2BF5,wikipedia,00258A22
805337F2,data analysis,0A7A83FE
805DAC0F,distributed computing,072BDC64
805FC215,social media,1EEA6379
8076A9A2,web mining,0BBEAF3D
80818606,rss,00246699
8084087B,data gathering,07F47865
80865555,trust,015B4C09
8094B372,semantic web,00207EA7
80951CC1,meta search engines,0A5EB94C
809A0CB6,social networks,05242AA7
80A2130F,network motif,039E92DD
80A6083E,it management,08045DDE
80C61184,logic,03F18DC8
80CA1CC6,customer behavior,01623677
80D152E3,cloud,04C451DB
80D1B02E,long tail,00E7C76C
80E120A5,ground truth,08C0BE19
80EAF9A2,standardization,0B35FD98
80EFFB80,eye tracking,035D8A74
80F0C7E3,social network,05242AA7
80FF8F52,web pages,014F152B
810CF0CF,representation,0300270B
810F5C76,web service,021EE282
811F0509,latent variable model,03EE8C18
81242F91,web pages,014F152B
8127CF17,complex data,021A775D
812BA203,health,081B9F1B
812BE029,web search engine,1F1A457A
81440060,click through,06DD6CCF
814D1878,parsing,0B1FF9A4
815552C5,unsupervised machine learning,007AAA53
81620CA9,search engine,05D52366
81646B46,search engine,05D52366
816F8897,social network,05242AA7
839329FF,load balancing,084E025B
8415DBFD,microblogs,088A357C
85950BFA,higher education,0734F9EA
85AF9DFA,theory,0C2517C0
85BA14FA,ecosystem,069BC854
85BA14FA,non linear,097464D7
85CD8196,html,08448679
860B1A18,search engine,05D52366
8626AB2B,social networks,05242AA7
8635467F,information retrieval,0160D514
003171E7,sign language,1F2006F9
00BF4320,public key infrastructure,04548824
016ED61C,data collection,07F47865
01764FB7,health education,06C88F5D
0297DD08,web engineering,05CB279C
029C01A0,e government,0A221AC1
02E42DD2,distributed system,072BDC64
036185F0,query by example,0B939AAA
037DC5AD,web of trust,096219CD
03DD1AA2,user generated content,06099CD9
04BA13C6,user experience,0BFB67B9
05690259,search engine,05D52366
05DB0252,recommender systems,213A570A
0676FAC4,markup language,02BBFF34
06BFDC10,camera calibration,069C2E55
07C6620A,web pages,014F152B
08659DF1,web services,021EE282
08895CB7,web pages,014F152B
0A7583DE,ajax,1E1578EC
0B86230A,social networks,05242AA7
0BADBF81,privacy,04A33560
0C3D7BC7,social web,1E0943DD
418C43FA,ranking,0BCC2418
555BF8F2,ontology,0189D6E8
58880CED,indigenous knowledge,1EA331F1
58ECD499,machine learning,0724DFBA
591C0303,indexing terms,004D9801
598DA014,world wide web,0826DA74
59A93E11,entity resolution,01BADB89
5A009899,mobile computer,089D907D
5B7ED5B5,internet protocol,021B463A
5BBDDC7B,robustness,05D6E7DE
5BEEA9F7,design patterns,08B49EF3
5D8F9137,rest,049AF9A1
5DFF3B90,performance,03D62B2D
5E29F0FF,information retrieval,0160D514
5E31343D,computer files,05B351CC
5E5B5615,fixed point,03A993A2
5EC25BB9,web,0826DA74
5F24CEC5,multicast,01ECC9B7
5FD23551,real time,04BB9B33
6B0A0C79,e commerce,04AF4EC1
6D5FAEC4,random forests,0A16AC5A
70B20911,social networks,05242AA7
70E11547,web,0826DA74
724007E5,crowdsourcing,03B58E50
73A40F30,feature extraction,0322F49A
742CCE75,web application development,0735366F
745B496F,degree centrality,03351B02
74974247,matrix factorization,028649F0
75191C5C,entropy,0A194D56
752727B0,real time,04BB9B33
75335A8E,client server,091CC633
75490915,network congestion,0BA80FE2
75580E40,social networks,05242AA7
75B7AD6F,workflow management,0A900D5D
75C3433B,client side programming,0BA3A6BE
75C61043,navigation,0ACE8619
761B5ABE,knowledge representation,099D42EF
761B5ABE,rule based,08E5B3D7
76428643,web service,021EE282
764B0F2E,http,08EBD347
765CD62A,query optimization,096630F6
766AD866,virtual learning,03F9C278
767F189D,hybrid system,0308A2D5
768B4A29,user interface,0555BE69
769AFED4,ranking,0BCC2418
76A6A4F5,cost effectiveness,1EBAA76F
76BE2A15,computer science,0271BC14
76C37129,web,0826DA74
76D52F68,quality assurance,06581617
76E8C786,web pages,014F152B
76EA4F60,semantic relatedness,07C47F14
7724A0D6,web accessibility,0B9A6D27
773B83DB,question answering,02A3D790
773BC850,data quality,0179C2BA
773D4A89,xml document,00863DF2
77431444,e commerce,04AF4EC1
774317AA,world wide web,0826DA74
774A8AB9,mobile device,0B24E4DD
774A8AB9,quality of service,004E1EE9
775811E7,search engine,05D52366
77869916,machine learning,0724DFBA
77A572B5,sampling methods,056A2510
77B09DD0,synthetic data,0997757E
77B71A18,cern,0539B618
77BD9875,web accessibility,0B9A6D27
77E88A10,link analysis,0011E854
77F404AB,deadlock,097A827C
77F5788A,natural language,0BA46B7D
77F75848,semantic web,00207EA7
77FBE065,http,08EBD347
78152079,search engine,05D52366
7848D6F6,principal component analysis,01A2ACFC
785D4948,groupware,210E343B
786C3A74,interpersonal communication,09D36AA0
7890536A,security policy,093BB8E0
78ABB971,mobile device,0B24E4DD
78ABB971,wireless communication,212309C0
78C0D70B,search engine,05D52366
78C84276,case based reasoning,0133A61F
78C9C004,computational semantics,0BECC3C9
78D19500,search engine,05D52366
78DEC0BD,web pages,014F152B
79115454,data integrity,02032DFA
79118DEE,internet advertising,1E89AAC1
791215CD,social,07AA884B
79169B8D,mobile web,1ECD34E6
791AA17F,search engine,05D52366
795334F6,web services,021EE282
79805C2C,three dimensional,09633D62
798D8DBD,digital repository,1EA11BEA
79991683,data mining,0765A2E4
79B2829F,data representation,06F04483
79BCA9D5,information retrieval,0160D514
79D08F12,sgml,03BCC19F
79F4FFF8,search engine,05D52366
79F6CCA0,semantic search,09EB6ABF
79FDA7A8,user agent,043E4DB3
7A15BAA6,service level,0AD76864
7A17FE6C,link analysis,0011E854
7A23EE0F,5w1h,0B4FCBFA
7A2B9215,software framework,048F9371
7A7A5444,extraction,00481C04
7A7D77DB,search engine,05D52366
7A92B99A,semantic web,00207EA7
7AA2304B,web service,021EE282
7ACA7E51,three dimensions,09633D62
7ACDE147,object,03DBB210
7AD7F136,exploratory data analysis,0734B3D8
7ADC4E4C,empirical study,073559FB
7ADD8F1E,front end,0328F5C8
7AE0B7A9,human factors,09F03076
7AE2F627,scripting,03A93E16
7B04FB9A,service provider,0001C739
7B13B850,information flow,06618590
7B13B850,statistical analysis,064E5072
7B41A835,readership,04E7EB08
7BA2F6B8,annotation,0A0E321B
7BD92F3D,privacy,04A33560
7BEB8D04,emergency management,03BA874C
7BF43DC1,economic model,07225EE6
7BF43DC1,economics,09ACE10E
7C1EC82E,overlay network,0A1FBB61
7C26087A,library and information science,099B97B7
7C2ADE1D,social media,1EEA6379
7C37E051,hci,0667AC6E
7C42B2BB,web service,021EE282
7C57953C,web pages,014F152B
7C59CDF3,externalities,00F5F30F
7C6DBE43,interoperability,013343B6
7C723CC2,social media,1EEA6379
7C75D3EB,ground truth,08C0BE19
7C948814,system integration,0129F806
7CCC5E86,client server,091CC633
7CDD5A9D,indexation,0B1AE4E8
7CF23C90,range queries,06950FE3
7D1EF9EF,user model,04093723
7D21E94F,regular expression,073B55A9
7D347466,web application,07125B99
7D3A53BE,microblogs,088A357C
7D65A922,web pages,014F152B
7D65F59D,access control,1F75EC2F
7D6E8AF1,local search,0810D58B
7D70DFB1,markov chain,05E30395
7D745A19,case based reasoning,0133A61F
7D7623A4,prediction,079208FE
7D785D01,reputation,02E89B27
7D7CCC00,anomaly detection,000B4A2A
7D8244D1,data mining,0765A2E4
7D85D39D,certificate,05C60B59
7D8EF01D,user agent,043E4DB3
7D9F946A,mixture model,03A63778
7DA63EC1,spillover effect,034F4723
7DA673B6,resource utilization,0710CBF1
7DC473B3,indexation,0B1AE4E8
7DC473B3,machine learning,0724DFBA
7DC6EF0C,services,02A1D9D3
7DCC19F3,trend analysis,07940BD6
7DD077F3,social network,05242AA7
7DD8399A,stochastic context free grammar,0BE60716
7DD8399A,text mining,044294F0
7DD8D8BE,higher order,0A20692E
7DF56876,human body,0B856D1B
7DF56876,side effect,0034B4CC
7DFF385D,entity linking,05C3B493
7E020B1E,interoperability,013343B6
7E04E942,web search engine,1F1A457A
7E10B296,measurement,02CB6F12
7E22E542,spreading activation theory,03E86A2C
7E45907B,cumulant,0A4AFBC2
7E4A8532,rule based,08E5B3D7
7E570862,network topology,0BE96511
7E57E586,entertainment,1E871A42
7E5991E4,prediction,079208FE
7E5B0E5F,decision models,038D5597
7E63E819,governance,02590AAB
7E6597D6,population size,0A1DEB94
7E6AC59B,web spam,00CEFE71
7E7378D2,technical report,0ADFF3D1
7E7784CA,sampling,056A2510
7E789BE9,query classification,07130E14
7E85C2FC,query language,0B721F10
7E909F55,web service,021EE282
7E9EE60B,benchmark,0B130EF1
7EA02DA8,query language,0B721F10
7EA71106,ontologies,09F001E0
7EA874F8,image analysis,01B1E4E6
7EAAE76A,community,004609FA
7EB0490B,anycast,0745A839
7EB63277,machine learning,0724DFBA
7EB82CB1,search engine,05D52366
7EBA0FB8,naive bayes,03197C4D
7EC009D3,strong consistency,01DEF163
7EC0755E,gaussian mixture model,03A63778
7EC0755E,ground truth,08C0BE19
7EC9D81C,automatic image annotation,0BE55596
7ECAE3AE,real time,04BB9B33
7ED880F3,imperfect information,075F2893
7EDCEA0B,information extraction,0BABCAD2
7EDD50CD,web service,021EE282
7EE163E7,logic programming,07ADEBA6
7EE499E8,virtual worlds,032DCB7C
7EE51354,indexation,0B1AE4E8
7EE51354,monte carlo simulation,01298A9B
7EE7A60E,web service,021EE282
7EEB4E3B,indexation,0B1AE4E8
7EEB9B39,mixture model,03A63778
7EF72B19,indexation,0B1AE4E8
7EFB6827,information retrieval,0160D514
7F03C4EF,user interface,0555BE69
7F12F2D4,indexation,0B1AE4E8
7F13AB06,interoperability,013343B6
7F1D18C1,algorithm design,065950AA
7F1FD024,sql injection,08F7B39A
7F2A1DA0,ontology alignment,05E4FE15
7F37F944,private information,05E9FFC4
7F48F206,search engine,05D52366
7F4E79B8,bayes net,020298BB
7F4EBB52,privacy,04A33560
7F4EBB52,private information,05E9FFC4
7F550C30,click through rate,06DD6CCF
7F5A08AD,tracking,027F67CA
7F635511,first order,05FD39C4
7F649FCA,near real time,04BB9B33
7F677E6E,reusability,08396F67
7F6EA77F,data mining,0765A2E4
7F7A5F5A,data dissemination,06110AD8
7F80CF44,link analysis,0011E854
7F895493,social media,1EEA6379
7F8DDFCE,data model,0090990D
7F8DDFCE,relational database,00564A32
7F8EF25E,semantics,0767DB59
7F90FDCB,web pages,014F152B
7F9292A1,relational database,00564A32
7F95DC46,data management,00197524
7FA7317E,www,0826DA74
7FBE60E6,empirical evidence,09E5C341
7FC2F838,reliability,08CD4FCE
7FDDBFCD,web search engine,1F1A457A
7FEF0DDC,quadratic optimization,04E0DC0B
8010920D,loss function,0650B2E2
801094AA,recommender systems,213A570A
801305FA,high availability,03EC3A51
8013CD32,database system,04984686
80146D1E,random access,061027CF
801AA187,web mining,0BBEAF3D
80285F01,telecom,048A0B89
80371E6E,shortest path,0158B32C
803CD679,approximation,0814962A
803CD679,markov chain,05E30395
8046A71D,search engine,05D52366
804965C6,world wide web,0826DA74
805158E5,web service,021EE282
8053304B,recommender systems,213A570A
8065B2D3,natural language processing,0C2DB2A7
806888B9,information retrieval,0160D514
80693F36,javascript,20797F36
806C6085,search engine,05D52366
80798633,social media,1EEA6379
8093A72C,deep web,02C8E962
8094536B,web crawling,00D1B74C
80978D72,product category,08C49879
809CA16B,measurement,02CB6F12
80A35C17,measurement,02CB6F12
80B0F650,rich internet application,062463EA
80BCFCE7,crawling,05FB8228
80D5027D,search engine,05D52366
80DCC39B,performance,03D62B2D
80EAC22B,long tail,00E7C76C
80EAC22B,long tail theory,00E7C76C
80F5DA3F,mathematical models,0496747A
81019D65,electronic business,03E3BFC1
81055B85,confidence level,02A3322F
81055B85,relational database,00564A32
810A9A06,privacy,04A33560
810F9D0F,world wide web,0826DA74
810FD742,web search engine,1F1A457A
81148DCC,clustering,04625E4E
811CD428,javascript,20797F36
811CFA1C,vector space,00CB8059
812330E1,ai planning,06CC9E62
812512FA,dvb,20DEF635
813268B4,sampling,056A2510
8132852D,automated reasoning,0BA4B8C5
813DF976,information need,04B56F66
81575EA6,ranking,0BCC2418
815D1F93,information extraction,0BABCAD2
8160C4DC,social network,05242AA7
816BD76C,information system,0ABD9D9D
81712568,middleware,08183038
8340BFCE,e commerce,04AF4EC1
